Start	End	GC
349801	350000	50
350001	350200	50
350201	350400	52
350401	350600	53
350601	350800	48
350801	351000	51
351001	351200	49
351201	351400	48
351401	351600	54
351601	351800	59
351801	352000	52
352001	352200	52
352201	352400	53
352401	352600	56
352601	352800	50
352801	353000	51
353001	353200	48
353201	353400	53
353401	353600	54
353601	353800	48
353801	354000	49
354001	354200	51
354201	354400	52
354401	354600	53
354601	354800	55
354801	355000	56
355001	355200	59
355201	355400	59
355401	355600	57
355601	355800	61
355801	356000	56
356001	356200	60
356201	356400	54
356401	356600	53
356601	356800	54
356801	357000	57
357001	357200	59
357201	357400	54
357401	357600	59
357601	357800	59
357801	358000	59
358001	358200	57
358201	358400	56
358401	358600	61
358601	358800	52
358801	359000	56
359001	359200	55
359201	359400	49
359401	359600	53
359601	359800	50
359801	360000	60
360001	360200	52
360201	360400	45
360401	360600	47
360601	360800	56
360801	361000	48
361001	361200	51
361201	361400	42
361401	361600	52
361601	361800	51
361801	362000	53
362001	362200	48
362201	362400	50
362401	362600	56
362601	362800	54
362801	363000	61
363001	363200	61
363201	363400	60
363401	363600	48
363601	363800	50
363801	364000	47
364001	364200	56
364201	364400	56
364401	364600	57
364601	364800	55
364801	365000	55
365001	365200	58
365201	365400	53
365401	365600	57
365601	365800	56
365801	366000	56
366001	366200	57
366201	366400	57
366401	366600	57
366601	366800	56
366801	367000	56
367001	367200	59
367201	367400	58
367401	367600	56
367601	367800	48
367801	368000	52
368001	368200	56
368201	368400	48
368401	368600	53
368601	368800	55
368801	369000	56
369001	369200	56
369201	369400	48
369401	369600	56
369601	369800	59
369801	370000	56
370001	370200	62
370201	370400	61
370401	370600	59
370601	370800	56
370801	371000	55
371001	371200	56
371201	371400	58
371401	371600	59
371601	371800	60
371801	372000	56
372001	372200	62
372201	372400	54
372401	372600	54
372601	372800	59
372801	373000	62
373001	373200	56
373201	373400	56
373401	373600	50
373601	373800	47
373801	374000	52
374001	374200	51
374201	374400	56
374401	374600	54
374601	374800	51
374801	375000	53
375001	375200	62
375201	375400	55
375401	375600	54
375601	375800	53
375801	376000	50
376001	376200	53
376201	376400	54
376401	376600	52
376601	376800	53
376801	377000	48
377001	377200	53
377201	377400	51
377401	377600	49
377601	377800	53
377801	378000	51
378001	378200	52
378201	378400	57
378401	378600	53
378601	378800	59
378801	379000	56
379001	379200	49
379201	379400	48
379401	379600	51
379601	379800	51
379801	380000	55
380001	380200	56
380201	380400	52
380401	380600	52
380601	380800	52
380801	381000	54
381001	381200	56
381201	381400	53
381401	381600	55
381601	381800	57
381801	382000	59
382001	382200	60
382201	382400	59
382401	382600	56
382601	382800	55
382801	383000	60
383001	383200	55
383201	383400	47
383401	383600	43
383601	383800	51
383801	384000	49
384001	384200	50
384201	384400	49
384401	384600	47
384601	384800	52
384801	385000	53
385001	385200	52
385201	385400	57
385401	385600	59
385601	385800	51
385801	386000	49
386001	386200	55
386201	386400	46
386401	386600	50
386601	386800	47
386801	387000	57
387001	387200	59
387201	387400	55
387401	387600	53
387601	387800	58
387801	388000	53
388001	388200	59
388201	388400	56
388401	388600	53
388601	388800	56
388801	389000	58
389001	389200	51
389201	389400	54
389401	389600	52
389601	389800	52
389801	390000	52
390001	390200	46
390201	390400	53
390401	390600	62
390601	390800	61
390801	391000	55
391001	391200	54
391201	391400	53
391401	391600	57
391601	391800	61
391801	392000	61
392001	392200	52
392201	392400	49
392401	392600	54
392601	392800	55
392801	393000	56
393001	393200	49
393201	393400	56
393401	393600	56
393601	393800	54
393801	394000	56
394001	394200	56
394201	394400	50
394401	394600	53
394601	394800	52
394801	395000	51
395001	395200	56
395201	395400	43
395401	395600	46
395601	395800	49
395801	396000	43
396001	396200	48
396201	396400	46
396401	396600	55
396601	396800	53
396801	397000	53
397001	397200	55
397201	397400	59
397401	397600	54
397601	397800	55
397801	398000	54
398001	398200	49
398201	398400	48
398401	398600	43
398601	398800	55
398801	399000	52
399001	399200	56
399201	399400	49
399401	399600	52
399601	399800	60
399801	400000	60
400001	400200	51
400201	400400	57
400401	400600	52
400601	400800	54
400801	401000	54
401001	401200	57
401201	401400	56
401401	401600	59
401601	401800	57
401801	402000	52
402001	402200	44
402201	402400	51
402401	402600	42
402601	402800	49
402801	403000	54
403001	403200	53
403201	403400	51
403401	403600	54
403601	403800	59
403801	404000	59
404001	404200	54
404201	404400	53
404401	404600	54
404601	404800	51
404801	405000	57
405001	405200	52
405201	405400	53
405401	405600	54
405601	405800	56
405801	406000	55
406001	406200	56
406201	406400	59
406401	406600	57
406601	406800	59
406801	407000	53
407001	407200	46
407201	407400	51
407401	407600	56
407601	407800	54
407801	408000	50
408001	408200	46
408201	408400	46
408401	408600	45
408601	408800	51
408801	409000	49
409001	409200	53
409201	409400	52
409401	409600	47
409601	409800	47
409801	410000	54
410001	410200	48
410201	410400	62
410401	410600	45
410601	410800	45
410801	411000	55
411001	411200	48
411201	411400	51
411401	411600	56
411601	411800	57
411801	412000	52
412001	412200	56
412201	412400	62
412401	412600	61
412601	412800	57
412801	413000	54
413001	413200	49
413201	413400	51
413401	413600	53
413601	413800	57
413801	414000	60
414001	414200	55
414201	414400	58
414401	414600	57
414601	414800	53
414801	415000	60
415001	415200	54
415201	415400	55
415401	415600	56
415601	415800	57
415801	416000	57
416001	416200	57
416201	416400	54
416401	416600	50
416601	416800	46
416801	417000	53
417001	417200	49
417201	417400	50
417401	417600	52
417601	417800	42
417801	418000	47
418001	418200	57
418201	418400	55
418401	418600	54
418601	418800	60
418801	419000	55
419001	419200	52
419201	419400	44
419401	419600	51
419601	419800	53
419801	420000	56
420001	420200	54
420201	420400	61
420401	420600	48
420601	420800	50
420801	421000	52
421001	421200	50
421201	421400	55
421401	421600	51
421601	421800	53
421801	422000	57
422001	422200	56
422201	422400	51
422401	422600	54
422601	422800	55
422801	423000	54
423001	423200	61
423201	423400	49
423401	423600	54
423601	423800	49
423801	424000	56
424001	424200	55
424201	424400	54
424401	424600	57
424601	424800	55
424801	425000	55
425001	425200	53
425201	425400	48
425401	425600	47
425601	425800	47
425801	426000	48
426001	426200	47
426201	426400	53
426401	426600	48
426601	426800	47
426801	427000	53
427001	427200	55
427201	427400	50
427401	427600	50
427601	427800	45
427801	428000	56
428001	428200	53
428201	428400	49
428401	428600	49
428601	428800	61
428801	429000	59
429001	429200	54
429201	429400	53
429401	429600	56
429601	429800	56
429801	430000	52
430001	430200	56
430201	430400	50
430401	430600	49
430601	430800	52
430801	431000	52
431001	431200	51
431201	431400	56
431401	431600	57
431601	431800	54
431801	432000	49
432001	432200	54
432201	432400	51
432401	432600	54
432601	432800	56
432801	433000	56
433001	433200	56
433201	433400	56
433401	433600	56
433601	433800	56
433801	434000	57
434001	434200	60
434201	434400	61
434401	434600	57
434601	434800	46
434801	435000	45
435001	435200	49
435201	435400	55
435401	435600	53
435601	435800	55
435801	436000	50
436001	436200	58
436201	436400	51
436401	436600	52
436601	436800	48
436801	437000	54
437001	437200	52
437201	437400	54
437401	437600	56
437601	437800	51
437801	438000	46
438001	438200	50
438201	438400	53
438401	438600	51
438601	438800	54
438801	439000	47
439001	439200	52
439201	439400	54
439401	439600	45
439601	439800	48
439801	440000	55
440001	440200	48
440201	440400	52
440401	440600	50
440601	440800	51
440801	441000	52
441001	441200	45
441201	441400	52
441401	441600	52
441601	441800	51
441801	442000	49
442001	442200	54
442201	442400	50
442401	442600	54
442601	442800	49
442801	443000	46
443001	443200	42
443201	443400	49
443401	443600	58
443601	443800	53
443801	444000	55
444001	444200	48
444201	444400	56
444401	444600	50
444601	444800	48
444801	445000	60
445001	445200	56
445201	445400	59
445401	445600	62
445601	445800	53
445801	446000	57
446001	446200	71
446201	446400	61
446401	446600	49
446601	446800	49
446801	447000	48
447001	447200	48
447201	447400	56
447401	447600	55
447601	447800	55
447801	448000	56
448001	448200	56
448201	448400	58
448401	448600	51
448601	448800	52
448801	449000	55
449001	449200	59
449201	449400	53
449401	449600	56
449601	449800	51
449801	450000	52
450001	450200	51
450201	450400	57
450401	450600	59
450601	450800	46
450801	451000	57
451001	451200	54
451201	451400	62
451401	451600	50
451601	451800	55
451801	452000	50
452001	452200	53
452201	452400	48
452401	452600	52
452601	452800	44
452801	453000	51
453001	453200	50
453201	453400	53
453401	453600	56
453601	453800	62
453801	454000	60
454001	454200	57
454201	454400	56
454401	454600	51
454601	454800	46
454801	455000	51
455001	455200	47
455201	455400	47
455401	455600	46
455601	455800	52
455801	456000	49
456001	456200	53
456201	456400	54
456401	456600	47
456601	456800	50
456801	457000	56
457001	457200	46
457201	457400	53
457401	457600	53
457601	457800	54
457801	458000	55
458001	458200	50
458201	458400	52
458401	458600	50
458601	458800	48
458801	459000	49
459001	459200	55
459201	459400	56
459401	459600	56
459601	459800	52
459801	460000	51
460001	460200	48
460201	460400	51
460401	460600	46
460601	460800	51
460801	461000	55
461001	461200	65
461201	461400	63
461401	461600	51
461601	461800	46
461801	462000	52
462001	462200	41
462201	462400	43
462401	462600	46
462601	462800	52
462801	463000	49
463001	463200	48
463201	463400	61
463401	463600	57
463601	463800	58
463801	464000	66
464001	464200	59
464201	464400	28
464401	464600	59
464601	464800	62
464801	465000	55
465001	465200	59
465201	465400	56
465401	465600	55
465601	465800	61
465801	466000	54
466001	466200	55
466201	466400	54
466401	466600	55
466601	466800	56
466801	467000	59
467001	467200	56
467201	467400	58
467401	467600	56
467601	467800	58
467801	468000	56
468001	468200	60
468201	468400	58
468401	468600	60
468601	468800	54
468801	469000	59
469001	469200	63
469201	469400	59
469401	469600	62
469601	469800	60
469801	470000	56
470001	470200	50
470201	470400	45
470401	470600	49
470601	470800	52
470801	471000	50
471001	471200	52
471201	471400	53
471401	471600	58
471601	471800	55
471801	472000	55
472001	472200	52
472201	472400	53
472401	472600	52
472601	472800	51
472801	473000	54
473001	473200	51
473201	473400	53
473401	473600	53
473601	473800	50
473801	474000	41
474001	474200	45
474201	474400	49
474401	474600	56
474601	474800	48
474801	475000	47
475001	475200	45
475201	475400	49
475401	475600	54
475601	475800	48
475801	476000	49
476001	476200	51
476201	476400	47
476401	476600	41
476601	476800	49
476801	477000	55
477001	477200	54
477201	477400	54
477401	477600	50
477601	477800	51
477801	478000	55
478001	478200	52
478201	478400	52
478401	478600	59
478601	478800	55
478801	479000	63
479001	479200	56
479201	479400	58
479401	479600	54
479601	479800	57
479801	480000	58
480001	480200	57
480201	480400	62
480401	480600	59
480601	480800	58
480801	481000	57
481001	481200	48
481201	481400	46
481401	481600	49
481601	481800	53
481801	482000	49
482001	482200	57
482201	482400	60
482401	482600	55
482601	482800	47
482801	483000	47
483001	483200	52
483201	483400	53
483401	483600	46
483601	483800	56
483801	484000	53
484001	484200	54
484201	484400	50
484401	484600	54
484601	484800	48
484801	485000	54
485001	485200	58
485201	485400	51
485401	485600	52
485601	485800	53
485801	486000	50
486001	486200	56
486201	486400	50
486401	486600	54
486601	486800	55
486801	487000	56
487001	487200	57
487201	487400	48
487401	487600	49
487601	487800	51
487801	488000	56
488001	488200	51
488201	488400	51
488401	488600	53
488601	488800	57
488801	489000	59
489001	489200	50
489201	489400	46
489401	489600	46
489601	489800	48
489801	490000	60
490001	490200	57
490201	490400	55
490401	490600	55
490601	490800	57
490801	491000	55
491001	491200	57
491201	491400	56
491401	491600	53
491601	491800	51
491801	492000	55
492001	492200	54
492201	492400	53
492401	492600	56
492601	492800	55
492801	493000	46
493001	493200	42
493201	493400	46
493401	493600	49
493601	493800	48
493801	494000	47
494001	494200	50
494201	494400	50
494401	494600	50
494601	494800	54
494801	495000	57
495001	495200	47
495201	495400	48
495401	495600	50
495601	495800	54
495801	496000	60
496001	496200	47
496201	496400	48
496401	496600	51
496601	496800	54
496801	497000	50
497001	497200	53
497201	497400	50
497401	497600	56
497601	497800	50
497801	498000	53
498001	498200	47
498201	498400	51
498401	498600	58
498601	498800	57
498801	499000	57
499001	499200	55
499201	499400	58
499401	499600	56
499601	499800	53
499801	500000	57
500001	500200	53
500201	500400	57
500401	500600	47
500601	500800	49
500801	501000	44
501001	501200	51
501201	501400	54
501401	501600	50
501601	501800	52
501801	502000	52
502001	502200	45
502201	502400	53
502401	502600	56
502601	502800	59
502801	503000	56
503001	503200	48
503201	503400	57
503401	503600	61
503601	503800	53
503801	504000	53
504001	504200	56
504201	504400	54
504401	504600	59
504601	504800	59
504801	505000	53
505001	505200	56
505201	505400	58
505401	505600	58
505601	505800	51
505801	506000	52
506001	506200	50
506201	506400	43
506401	506600	44
506601	506800	45
506801	507000	47
507001	507200	47
507201	507400	46
507401	507600	60
507601	507800	50
507801	508000	54
508001	508200	53
508201	508400	53
508401	508600	54
508601	508800	53
508801	509000	54
509001	509200	56
509201	509400	56
509401	509600	58
509601	509800	52
509801	510000	56
510001	510200	55
510201	510400	47
510401	510600	48
510601	510800	51
510801	511000	46
511001	511200	52
511201	511400	53
511401	511600	52
511601	511800	49
511801	512000	54
512001	512200	47
512201	512400	49
512401	512600	57
512601	512800	52
512801	513000	53
513001	513200	56
513201	513400	53
513401	513600	52
513601	513800	59
513801	514000	43
514001	514200	50
514201	514400	41
514401	514600	55
514601	514800	51
514801	515000	56
515001	515200	53
515201	515400	50
515401	515600	56
515601	515800	46
515801	516000	46
516001	516200	54
516201	516400	45
516401	516600	49
516601	516800	47
516801	517000	49
517001	517200	56
517201	517400	51
517401	517600	52
517601	517800	51
517801	518000	52
518001	518200	49
518201	518400	50
518401	518600	55
518601	518800	54
518801	519000	52
519001	519200	56
519201	519400	46
519401	519600	53
519601	519800	52
519801	520000	43
520001	520200	49
520201	520400	52
520401	520600	48
520601	520800	53
520801	521000	51
521001	521200	50
521201	521400	49
521401	521600	64
521601	521800	54
521801	522000	54
522001	522200	56
522201	522400	46
522401	522600	47
522601	522800	49
522801	523000	46
523001	523200	49
523201	523400	53
523401	523600	47
523601	523800	56
523801	524000	51
524001	524200	47
524201	524400	44
524401	524600	56
524601	524800	47
524801	525000	46
525001	525200	52
525201	525400	46
525401	525600	52
525601	525800	54
525801	526000	51
526001	526200	47
526201	526400	49
526401	526600	52
526601	526800	51
526801	527000	54
527001	527200	46
527201	527400	45
527401	527600	43
527601	527800	55
527801	528000	56
528001	528200	55
528201	528400	51
528401	528600	48
528601	528800	46
528801	529000	47
529001	529200	51
529201	529400	52
529401	529600	49
529601	529800	53
529801	530000	49
530001	530200	55
530201	530400	56
530401	530600	54
530601	530800	26
530801	531000	52
531001	531200	56
531201	531400	51
531401	531600	57
531601	531800	55
531801	532000	59
532001	532200	57
532201	532400	55
532401	532600	53
532601	532800	49
532801	533000	52
533001	533200	54
533201	533400	53
533401	533600	45
533601	533800	55
533801	534000	54
534001	534200	51
534201	534400	52
534401	534600	50
534601	534800	51
534801	535000	53
535001	535200	53
535201	535400	51
535401	535600	50
535601	535800	48
535801	536000	62
536001	536200	60
536201	536400	54
536401	536600	52
536601	536800	52
536801	537000	47
537001	537200	46
537201	537400	47
537401	537600	45
537601	537800	45
537801	538000	55
538001	538200	51
538201	538400	49
538401	538600	58
538601	538800	56
538801	539000	56
539001	539200	55
539201	539400	46
539401	539600	53
539601	539800	54
539801	540000	53
540001	540200	55
540201	540400	50
540401	540600	58
540601	540800	53
540801	541000	54
541001	541200	51
541201	541400	54
541401	541600	55
541601	541800	44
541801	542000	51
542001	542200	61
542201	542400	57
542401	542600	57
542601	542800	56
542801	543000	60
543001	543200	57
543201	543400	58
543401	543600	59
543601	543800	56
543801	544000	56
544001	544200	56
544201	544400	57
544401	544600	47
544601	544800	57
544801	545000	52
545001	545200	48
545201	545400	46
545401	545600	49
545601	545800	55
545801	546000	50
546001	546200	46
546201	546400	51
546401	546600	44
546601	546800	48
546801	547000	55
547001	547200	55
547201	547400	55
547401	547600	54
547601	547800	54
547801	548000	49
548001	548200	61
548201	548400	61
548401	548600	57
548601	548800	57
548801	549000	59
549001	549200	65
549201	549400	46
549401	549600	56
549601	549800	50
549801	550000	49
550001	550200	54
550201	550400	62
550401	550600	55
550601	550800	53
550801	551000	56
551001	551200	51
551201	551400	55
551401	551600	59
551601	551800	56
551801	552000	47
552001	552200	51
552201	552400	48
552401	552600	57
552601	552800	61
552801	553000	61
553001	553200	62
553201	553400	55
553401	553600	60
553601	553800	48
553801	554000	54
554001	554200	58
554201	554400	59
554401	554600	54
554601	554800	57
554801	555000	58
555001	555200	61
555201	555400	48
555401	555600	55
555601	555800	43
555801	556000	56
556001	556200	58
556201	556400	65
556401	556600	62
556601	556800	56
556801	557000	63
557001	557200	61
557201	557400	57
557401	557600	62
557601	557800	52
557801	558000	54
558001	558200	58
558201	558400	54
558401	558600	42
558601	558800	47
558801	559000	49
559001	559200	50
559201	559400	51
559401	559600	51
559601	559800	54
559801	560000	52
560001	560200	45
560201	560400	56
560401	560600	64
560601	560800	56
560801	561000	57
561001	561200	56
561201	561400	60
561401	561600	60
561601	561800	59
561801	562000	56
562001	562200	55
562201	562400	53
562401	562600	57
562601	562800	53
562801	563000	52
563001	563200	53
563201	563400	53
563401	563600	49
563601	563800	54
563801	564000	43
564001	564200	53
564201	564400	59
564401	564600	64
564601	564800	62
564801	565000	61
565001	565200	63
565201	565400	59
565401	565600	63
565601	565800	61
565801	566000	62
566001	566200	64
566201	566400	61
566401	566600	63
566601	566800	63
566801	567000	59
567001	567200	61
567201	567400	59
567401	567600	60
567601	567800	56
567801	568000	60
568001	568200	51
568201	568400	47
568401	568600	50
568601	568800	52
568801	569000	50
569001	569200	54
569201	569400	47
569401	569600	47
569601	569800	43
569801	570000	51
570001	570200	49
570201	570400	47
570401	570600	53
570601	570800	52
570801	571000	56
571001	571200	51
571201	571400	53
571401	571600	59
571601	571800	57
571801	572000	55
572001	572200	51
572201	572400	51
572401	572600	46
572601	572800	53
572801	573000	54
573001	573200	56
573201	573400	52
573401	573600	55
573601	573800	52
573801	574000	54
574001	574200	55
574201	574400	55
574401	574600	56
574601	574800	51
574801	575000	44
575001	575200	57
575201	575400	49
575401	575600	58
575601	575800	62
575801	576000	56
576001	576200	53
576201	576400	60
576401	576600	57
576601	576800	51
576801	577000	47
577001	577200	52
577201	577400	56
577401	577600	56
577601	577800	50
577801	578000	51
578001	578200	59
578201	578400	52
578401	578600	56
578601	578800	56
578801	579000	54
579001	579200	46
579201	579400	50
579401	579600	63
579601	579800	55
579801	580000	52
580001	580200	56
580201	580400	45
580401	580600	50
580601	580800	49
580801	581000	51
581001	581200	47
581201	581400	56
581401	581600	53
581601	581800	48
581801	582000	53
582001	582200	51
582201	582400	48
582401	582600	53
582601	582800	55
582801	583000	54
583001	583200	51
583201	583400	53
583401	583600	55
583601	583800	56
583801	584000	54
584001	584200	45
584201	584400	44
584401	584600	50
584601	584800	51
584801	585000	52
585001	585200	51
585201	585400	50
585401	585600	34
585601	585800	46
585801	586000	50
586001	586200	57
586201	586400	53
586401	586600	56
586601	586800	59
586801	587000	55
587001	587200	50
587201	587400	45
587401	587600	43
587601	587800	48
587801	588000	49
588001	588200	48
588201	588400	54
588401	588600	51
588601	588800	49
588801	589000	52
589001	589200	50
589201	589400	54
589401	589600	56
589601	589800	51
589801	590000	53
590001	590200	54
590201	590400	52
590401	590600	54
590601	590800	50
590801	591000	59
591001	591200	45
591201	591400	43
591401	591600	46
591601	591800	43
591801	592000	50
592001	592200	53
592201	592400	60
592401	592600	52
592601	592800	50
592801	593000	48
593001	593200	52
593201	593400	56
593401	593600	62
593601	593800	59
593801	594000	60
594001	594200	57
594201	594400	62
594401	594600	55
594601	594800	55
594801	595000	60
595001	595200	61
595201	595400	53
595401	595600	51
595601	595800	50
595801	596000	59
596001	596200	56
596201	596400	57
596401	596600	59
596601	596800	59
596801	597000	55
597001	597200	53
597201	597400	49
597401	597600	46
597601	597800	55
597801	598000	57
598001	598200	60
598201	598400	53
598401	598600	57
598601	598800	57
598801	599000	56
599001	599200	59
599201	599400	56
599401	599600	56
599601	599800	56
599801	600000	56
600001	600200	48
600201	600400	59
600401	600600	53
600601	600800	60
600801	601000	60
601001	601200	51
601201	601400	47
601401	601600	45
601601	601800	57
601801	602000	58
602001	602200	56
602201	602400	53
602401	602600	59
602601	602800	57
602801	603000	57
603001	603200	56
603201	603400	58
603401	603600	54
603601	603800	48
603801	604000	50
604001	604200	51
604201	604400	44
604401	604600	54
604601	604800	46
604801	605000	50
605001	605200	51
605201	605400	50
605401	605600	55
605601	605800	60
605801	606000	52
606001	606200	54
606201	606400	53
606401	606600	56
606601	606800	47
606801	607000	52
607001	607200	50
607201	607400	45
607401	607600	23
607601	607800	50
607801	608000	47
608001	608200	50
608201	608400	52
608401	608600	41
608601	608800	59
608801	609000	55
609001	609200	54
609201	609400	54
609401	609600	56
609601	609800	59
609801	610000	46
610001	610200	50
610201	610400	55
610401	610600	57
610601	610800	54
610801	611000	54
611001	611200	57
611201	611400	60
611401	611600	50
611601	611800	43
611801	612000	52
612001	612200	49
612201	612400	46
612401	612600	46
612601	612800	53
612801	613000	56
613001	613200	61
613201	613400	52
613401	613600	55
613601	613800	54
613801	614000	57
614001	614200	50
614201	614400	56
614401	614600	56
614601	614800	49
614801	615000	50
615001	615200	60
615201	615400	55
615401	615600	50
615601	615800	59
615801	616000	56
616001	616200	50
616201	616400	54
616401	616600	53
616601	616800	45
616801	617000	51
617001	617200	51
617201	617400	44
617401	617600	53
617601	617800	52
617801	618000	54
618001	618200	54
618201	618400	56
618401	618600	53
618601	618800	58
618801	619000	51
619001	619200	53
619201	619400	55
619401	619600	56
619601	619800	56
619801	620000	56
620001	620200	57
620201	620400	54
620401	620600	51
620601	620800	56
620801	621000	35
621001	621200	52
621201	621400	47
621401	621600	49
621601	621800	52
621801	622000	54
622001	622200	52
622201	622400	52
622401	622600	53
622601	622800	46
622801	623000	52
623001	623200	57
623201	623400	51
623401	623600	48
623601	623800	50
623801	624000	48
624001	624200	54
624201	624400	47
624401	624600	54
624601	624800	56
624801	625000	51
625001	625200	50
625201	625400	64
625401	625600	61
625601	625800	58
625801	626000	62
626001	626200	64
626201	626400	56
626401	626600	57
626601	626800	60
626801	627000	60
627001	627200	63
627201	627400	60
627401	627600	61
627601	627800	59
627801	628000	64
628001	628200	60
628201	628400	65
628401	628600	59
628601	628800	52
628801	629000	53
629001	629200	59
629201	629400	59
629401	629600	56
629601	629800	59
629801	630000	55
630001	630200	52
630201	630400	53
630401	630600	46
630601	630800	53
630801	631000	54
631001	631200	51
631201	631400	55
631401	631600	54
631601	631800	53
631801	632000	53
632001	632200	53
632201	632400	55
632401	632600	44
632601	632800	52
632801	633000	54
633001	633200	46
633201	633400	53
633401	633600	55
633601	633800	56
633801	634000	56
634001	634200	55
634201	634400	59
634401	634600	59
634601	634800	56
634801	635000	55
635001	635200	64
635201	635400	56
635401	635600	57
635601	635800	50
635801	636000	58
636001	636200	59
636201	636400	56
636401	636600	51
636601	636800	55
636801	637000	54
637001	637200	56
637201	637400	56
637401	637600	54
637601	637800	58
637801	638000	55
638001	638200	52
638201	638400	53
638401	638600	56
638601	638800	62
638801	639000	51
639001	639200	56
639201	639400	55
639401	639600	50
639601	639800	59
639801	640000	56
640001	640200	55
640201	640400	61
640401	640600	54
640601	640800	59
640801	641000	62
641001	641200	55
641201	641400	60
641401	641600	56
641601	641800	58
641801	642000	56
642001	642200	58
642201	642400	61
642401	642600	59
642601	642800	61
642801	643000	62
643001	643200	58
643201	643400	60
643401	643600	60
643601	643800	60
643801	644000	57
644001	644200	56
644201	644400	60
644401	644600	59
644601	644800	54
644801	645000	57
645001	645200	48
645201	645400	56
645401	645600	50
645601	645800	49
645801	646000	50
646001	646200	44
646201	646400	51
646401	646600	55
646601	646800	57
646801	647000	63
647001	647200	58
647201	647400	56
647401	647600	54
647601	647800	49
647801	648000	56
648001	648200	51
648201	648400	52
648401	648600	47
648601	648800	38
648801	649000	54
649001	649200	54
649201	649400	54
649401	649600	55
649601	649800	62
649801	650000	58
650001	650200	60
650201	650400	57
650401	650600	57
650601	650800	55
650801	651000	47
651001	651200	56
651201	651400	56
651401	651600	57
651601	651800	54
651801	652000	55
652001	652200	58
652201	652400	56
652401	652600	52
652601	652800	55
652801	653000	60
653001	653200	54
653201	653400	42
653401	653600	46
653601	653800	50
653801	654000	47
654001	654200	48
654201	654400	49
654401	654600	51
654601	654800	59
654801	655000	53
655001	655200	57
655201	655400	54
655401	655600	61
655601	655800	63
655801	656000	56
656001	656200	55
656201	656400	54
656401	656600	56
656601	656800	53
656801	657000	54
657001	657200	56
657201	657400	54
657401	657600	53
657601	657800	61
657801	658000	54
658001	658200	53
658201	658400	51
658401	658600	52
658601	658800	59
658801	659000	51
659001	659200	46
659201	659400	48
659401	659600	48
659601	659800	50
659801	660000	55
660001	660200	52
660201	660400	61
660401	660600	57
660601	660800	57
660801	661000	56
661001	661200	59
661201	661400	56
661401	661600	52
661601	661800	57
661801	662000	56
662001	662200	56
662201	662400	57
662401	662600	56
662601	662800	60
662801	663000	54
663001	663200	62
663201	663400	59
663401	663600	54
663601	663800	55
663801	664000	37
664001	664200	49
664201	664400	55
664401	664600	55
664601	664800	54
664801	665000	60
665001	665200	59
665201	665400	54
665401	665600	53
665601	665800	54
665801	666000	61
666001	666200	58
666201	666400	55
666401	666600	50
666601	666800	57
666801	667000	57
667001	667200	60
667201	667400	57
667401	667600	56
667601	667800	58
667801	668000	55
668001	668200	54
668201	668400	56
668401	668600	57
668601	668800	59
668801	669000	52
669001	669200	53
669201	669400	57
669401	669600	53
669601	669800	55
669801	670000	52
670001	670200	55
670201	670400	56
670401	670600	52
670601	670800	50
670801	671000	47
671001	671200	47
671201	671400	52
671401	671600	56
671601	671800	50
671801	672000	56
672001	672200	56
672201	672400	52
672401	672600	54
672601	672800	55
672801	673000	55
673001	673200	57
673201	673400	50
673401	673600	55
673601	673800	53
673801	674000	59
674001	674200	55
674201	674400	56
674401	674600	52
674601	674800	52
674801	675000	55
675001	675200	56
675201	675400	56
675401	675600	50
675601	675800	50
675801	676000	52
676001	676200	59
676201	676400	48
676401	676600	51
676601	676800	51
676801	677000	54
677001	677200	54
677201	677400	48
677401	677600	50
677601	677800	50
677801	678000	54
678001	678200	51
678201	678400	57
678401	678600	55
678601	678800	52
678801	679000	52
679001	679200	54
679201	679400	56
679401	679600	51
679601	679800	53
679801	680000	50
680001	680200	52
680201	680400	53
680401	680600	51
680601	680800	54
680801	681000	39
681001	681200	49
681201	681400	54
681401	681600	54
681601	681800	51
681801	682000	59
682001	682200	51
682201	682400	56
682401	682600	50
682601	682800	57
682801	683000	57
683001	683200	55
683201	683400	45
683401	683600	54
683601	683800	53
683801	684000	58
684001	684200	48
684201	684400	53
684401	684600	52
684601	684800	48
684801	685000	51
685001	685200	54
685201	685400	55
685401	685600	52
685601	685800	51
685801	686000	56
686001	686200	52
686201	686400	52
686401	686600	52
686601	686800	53
686801	687000	54
687001	687200	52
687201	687400	56
687401	687600	47
687601	687800	59
687801	688000	46
688001	688200	60
688201	688400	54
688401	688600	55
688601	688800	52
688801	689000	55
689001	689200	56
689201	689400	53
689401	689600	56
689601	689800	57
689801	690000	58
690001	690200	56
690201	690400	56
690401	690600	48
690601	690800	56
690801	691000	52
691001	691200	50
691201	691400	49
691401	691600	46
691601	691800	51
691801	692000	50
692001	692200	53
692201	692400	52
692401	692600	56
692601	692800	54
692801	693000	51
693001	693200	47
693201	693400	49
693401	693600	49
693601	693800	55
693801	694000	53
694001	694200	53
694201	694400	52
694401	694600	53
694601	694800	50
694801	695000	53
695001	695200	51
695201	695400	56
695401	695600	50
695601	695800	44
695801	696000	50
696001	696200	51
696201	696400	53
696401	696600	52
696601	696800	56
696801	697000	44
697001	697200	52
697201	697400	58
697401	697600	57
697601	697800	59
697801	698000	55
698001	698200	53
698201	698400	53
698401	698600	53
698601	698800	50
698801	699000	49
699001	699200	51
699201	699400	55
699401	699600	54
