chr	window.start	window.end	sample	ratio	log2ratio	ColName	Line	Group	H2O2Shock	y.order	ConsecutiveAboveThreshold
USMA_521_v2_9	46001	47000	2021EE09	3.13687150837989	1.64932643513634	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	47001	48000	2021EE09	3.05310112871964	1.61027537712608	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	48001	49000	2021EE09	2.79037347403269	1.48045823068355	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	49001	50000	2021EE09	3.00120946840984	1.58554401486753	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	50001	51000	2021EE09	3.04174568192302	1.6048995354535	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	51001	52000	2021EE09	3.21349545404754	1.68414343147591	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	52001	53000	2021EE09	3.12290502793296	1.64288869557893	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	53001	54000	2021EE09	3.07209230510092	1.6192215644024	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	54001	55000	2021EE09	2.85874634821383	1.51538261772758	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	55001	56000	2021EE09	2.97476006302822	1.57277330881084	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	56001	57000	2021EE09	3.07144798429715	1.61891895112473	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	57001	58000	2021EE09	2.91228474341992	1.54215141935415	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	58001	59000	2021EE09	3.26259052348438	1.70601793109868	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	59001	60000	2021EE09	3.06055051210428	1.61379117894696	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	60001	61000	2021EE09	3.1521506853497	1.65633650300829	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	61001	62000	2021EE09	3.1012497840235	1.63284972964588	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	62001	63000	2021EE09	2.95400627535012	1.56267289089853	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	63001	64000	2021EE09	3.00093568538955	1.5854124001212	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	64001	65000	2021EE09	2.92737430167598	1.54960722427319	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	65001	66000	2021EE09	3.16354595125545	1.66154255149268	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	66001	67000	2021EE09	3.38785651279036	1.76037277293768	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	67001	68000	2021EE09	3.11483550589696	1.6391559767026	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	68001	69000	2021EE09	2.86978725805541	1.52094379156143	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	69001	70000	2021EE09	3.16315318374024	1.66136342372477	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	70001	71000	2021EE09	3.31519296217813	1.7290928454436	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	71001	72000	2021EE09	3.04529227415179	1.60658069848761	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	72001	73000	2021EE09	3.2022905027933	1.67910419102987	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	73001	74000	2021EE09	3.1547692944341	1.65753450601746	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	74001	75000	2021EE09	3.04094604087914	1.60452021714255	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	75001	76000	2021EE09	2.93052571264862	1.55115949570477	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	76001	77000	2021EE09	2.80706992872279	1.48906500420133	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	77001	78000	2021EE09	3.27203151742177	1.71018664492058	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	78001	79000	2021EE09	2.98912843916385	1.57972488917514	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	79001	80000	2021EE09	3.06652850363429	1.61660636100982	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	80001	81000	2021EE09	2.95866586858207	1.5649467776544	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	81001	82000	2021EE09	2.97878988732128	1.57472636487306	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	82001	83000	2021EE09	2.98542742700538	1.57793749855068	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	83001	84000	2021EE09	3.05397896113158	1.61069012343939	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	84001	85000	2021EE09	3.00120946840984	1.58554401486753	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	85001	86000	2021EE09	2.80283482711038	1.48688672791303	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	86001	87000	2021EE09	2.63384196336752	1.39716878313959	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	87001	88000	2021EE09	2.77626642916903	1.47314602526367	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	88001	89000	2021EE09	2.83442706935669	1.50305714866658	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	89001	90000	2021EE09	3.10547602420857	1.63481442951737	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	90001	91000	2021EE09	2.89289390965369	1.53251341665743	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	91001	92000	2021EE09	2.90806295659648	1.54005850247152	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	92001	93000	2021EE09	3.29423654585778	1.71994415290376	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	93001	94000	2021EE09	3.04744723774053	1.60760124282776	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	94001	95000	2021EE09	2.81567438148444	1.49348050322956	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	95001	96000	2021EE09	2.79782266150981	1.48430452094852	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	96001	97000	2021EE09	3.24141808088261	1.69662511270022	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	97001	98000	2021EE09	2.68786570997379	1.42646106058894	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	98001	99000	2021EE09	2.85018047838004	1.5110532761265	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	99001	100000	2021EE09	2.72096026141035	1.44411588672913	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	100001	101000	2021EE09	2.80580243778568	1.48841342946347	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	101001	102000	2021EE09	3.14204800445689	1.65170522240896	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	102001	103000	2021EE09	2.76325762892676	1.46637007631903	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	103001	104000	2021EE09	3.24168401066199	1.69674346825555	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	104001	105000	2021EE09	3.09087523277467	1.6280154190974	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	105001	106000	2021EE09	3.10938998927826	1.63663157528706	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	106001	107000	2021EE09	3.01096517294663	1.59022602087967	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	107001	108000	2021EE09	2.85311559948431	1.51253820167747	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	108001	109000	2021EE09	3.07547220005321	1.62080793512649	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	109001	110000	2021EE09	2.9739701639143	1.5723901737559	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	110001	111000	2021EE09	2.99045349983569	1.58036428454122	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	111001	112000	2021EE09	2.89202735863833	1.53208120027837	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	112001	113000	2021EE09	2.98743698051506	1.57890828000306	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	113001	114000	2021EE09	3.51171935957055	1.81217755594006	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	114001	115000	2021EE09	2.94148237777721	1.55654339318829	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	115001	116000	2021EE09	3.03721771972618	1.60275033027387	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	116001	117000	2021EE09	2.97269829245968	1.57177304748371	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	117001	118000	2021EE09	2.94711359404097	1.55930266901339	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	118001	119000	2021EE09	2.78928831673549	1.47989706725475	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	119001	120000	2021EE09	2.85982974195265	1.51592925967773	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	120001	121000	2021EE09	2.8502741568384	1.5111006932032	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	121001	122000	2021EE09	3.09193230364772	1.6285087325031	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	122001	123000	2021EE09	3.2205241451929	1.68729550825676	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	123001	124000	2021EE09	3.24025256052142	1.69610626792815	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	124001	125000	2021EE09	2.74612644862686	1.45739805760694	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	125001	126000	2021EE09	3.05020582181711	1.6089065961497	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	126001	127000	2021EE09	3.00614155166673	1.58791294374514	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	127001	128000	2021EE09	2.85266928877421	1.51231250433272	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	128001	129000	2021EE09	3.16617894830185	1.66274279702022	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	129001	130000	2021EE09	2.98093986197831	1.57576727043112	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	130001	131000	2021EE09	3.18775807626913	1.67254214519715	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	131001	132000	2021EE09	3.08686158296231	1.62614079294624	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	132001	133000	2021EE09	3.01074579479195	1.5901209026574	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	133001	134000	2021EE09	3.08653078764811	1.62598618208364	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	134001	135000	2021EE09	3.0089645316357	1.58926710091024	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	135001	136000	2021EE09	3.04467887491856	1.60629007378244	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	136001	137000	2021EE09	2.9210751339642	1.54649946669277	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	137001	138000	2021EE09	2.95264288783842	1.56200687794177	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	138001	139000	2021EE09	3.23463687150838	1.69360376072498	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	139001	140000	2021EE09	3.00439362197393	1.58707384057118	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	140001	141000	2021EE09	2.97157905364475	1.5712297618283	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	141001	142000	2021EE09	3.22098861466657	1.68750356118856	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	142001	143000	2021EE09	3.22589460969349	1.68969930626906	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	143001	144000	2021EE09	3.2177015999298	1.68603054102018	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	144001	145000	2021EE09	3.52665270018622	1.81829950817429	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	145001	146000	2021EE09	3.38685507722642	1.75994625555368	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	146001	147000	2021EE09	3.15762170790104	1.6588383425643	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	147001	148000	2021EE09	2.07811866046628	1.0552780344051	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	148001	149000	2021EE09	2.24268156424581	1.16522478837019	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	1	1000	2021EE10	3.15280931799868	1.65663791842073	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	1001	2000	2021EE10	1.9681631637856	0.976849827296429	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	2001	3000	2021EE10	3.06456984707759	1.6156845867907	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	3001	4000	2021EE10	2.9838513263091	1.57717565350867	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	4001	5000	2021EE10	3.21329731517724	1.68405447451839	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	5001	6000	2021EE10	3.0805396454844	1.62318310276043	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	6001	7000	2021EE10	3.14566503584025	1.65336505445971	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	7001	8000	2021EE10	3.33004402162673	1.73554124917726	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	8001	9000	2021EE10	3.40018372100653	1.76561270113478	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	9001	10000	2021EE10	3.14364836843828	1.65243985453004	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	10001	11000	2021EE10	2.93747429041547	1.5545762248683	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	11001	12000	2021EE10	3.20517023620778	1.68040098474117	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	12001	13000	2021EE10	3.07696536558549	1.62150820474417	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	13001	14000	2021EE10	3.19479751699675	1.6757244975317	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	14001	15000	2021EE10	3.09625668449198	1.6305250781016	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	15001	16000	2021EE10	3.1954956807898	1.67603973735397	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	16001	17000	2021EE10	3.16441327817576	1.66193803073306	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	17001	18000	2021EE10	3.13777736800049	1.64974299364574	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	18001	19000	2021EE10	3.20168477948364	1.67883127491789	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	19001	20000	2021EE10	3.16076203208556	1.66027242149565	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	20001	21000	2021EE10	3.22903962222848	1.69110514378306	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	21001	22000	2021EE10	3.24656040704013	1.69891205308185	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	22001	23000	2021EE10	3.08608835383683	1.62577936645095	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	23001	24000	2021EE10	3.07996059667886	1.62291189399172	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	24001	25000	2021EE10	3.00375845020684	1.58676880196666	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	25001	26000	2021EE10	3.01157274098451	1.59051710593742	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	26001	27000	2021EE10	3.10134084981955	1.63289209264552	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	27001	28000	2021EE10	2.98603395462333	1.57823057065939	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	28001	29000	2021EE10	2.94390119684237	1.55772925250311	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	29001	30000	2021EE10	2.90512972865914	1.53860258866056	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	30001	31000	2021EE10	2.93786731614338	1.55476924046039	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	31001	32000	2021EE10	3.03433155080214	1.60137873244208	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	32001	33000	2021EE10	3.05749290753433	1.61234915213715	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	33001	34000	2021EE10	2.9888720595963	1.57960114293893	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	34001	35000	2021EE10	3.0376154594069	1.6029392464297	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	35001	36000	2021EE10	3.11960703656205	1.64136431046306	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	36001	37000	2021EE10	2.81878644559697	1.4950741818641	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	37001	38000	2021EE10	3.23823670882494	1.69520844770537	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	38001	39000	2021EE10	3.31046312178388	1.72703305895495	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	39001	40000	2021EE10	3.07132708155726	1.61886216057602	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	40001	41000	2021EE10	2.99304812834225	1.58161547762065	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	41001	42000	2021EE10	3.12071368831893	1.64187600243813	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	42001	43000	2021EE10	3.17311411992263	1.66589940820349	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	43001	44000	2021EE10	3.01909140886601	1.59411443791192	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	44001	45000	2021EE10	2.95487510072522	1.56309715058131	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	45001	46000	2021EE10	3.14833439631065	1.65458878299207	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	46001	47000	2021EE10	3.17647058823529	1.66742466091313	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	47001	48000	2021EE10	3.03833351522427	1.60328024191072	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	48001	49000	2021EE10	2.77372994652406	1.47182733208254	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	49001	50000	2021EE10	3.13881691383207	1.65022087944252	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	50001	51000	2021EE10	2.98736692341657	1.57887444758607	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	51001	52000	2021EE10	3.12661214218308	1.64460026331332	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	52001	53000	2021EE10	3.33155080213904	1.73619389313637	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	53001	54000	2021EE10	3.19998387660226	1.67806463598621	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	54001	55000	2021EE10	2.81219643820831	1.49169737340428	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	55001	56000	2021EE10	3.12801316330728	1.64524658380837	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	56001	57000	2021EE10	3.14088741147565	1.65117222894436	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	57001	58000	2021EE10	2.98985611114174	1.58007605541424	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	58001	59000	2021EE10	3.13448207565855	1.64822707983506	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	59001	60000	2021EE10	3.19839015151515	1.67734593485459	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	60001	61000	2021EE10	3.10189649630344	1.63315054750842	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	61001	62000	2021EE10	3.13881691383207	1.65022087944252	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	62001	63000	2021EE10	2.89832246721852	1.53521811800587	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	63001	64000	2021EE10	2.84204841811333	1.50693113303846	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	64001	65000	2021EE10	2.85561497326203	1.51380147179992	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	65001	66000	2021EE10	3.36278427454898	1.74965623172775	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	66001	67000	2021EE10	3.0853926259499	1.62545408855418	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	67001	68000	2021EE10	3.12753200453735	1.64502464779671	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	68001	69000	2021EE10	3.00764327769675	1.58863346594632	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	69001	70000	2021EE10	3.26161845953851	1.70558802707563	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	70001	71000	2021EE10	3.24454483987953	1.69801610432427	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	71001	72000	2021EE10	3.09625668449198	1.6305250781016	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	72001	73000	2021EE10	2.94918449197861	1.5603160758202	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	73001	74000	2021EE10	3.18544926388064	1.67149685915791	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	74001	75000	2021EE10	3.12715744980627	1.6448518596007	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	75001	76000	2021EE10	3.00098724804607	1.58543718857306	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	76001	77000	2021EE10	2.82171175680303	1.49657062143274	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	77001	78000	2021EE10	3.23943618435288	1.69574273754808	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	78001	79000	2021EE10	2.92181968818257	1.54686714905469	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	79001	80000	2021EE10	3.09348226093957	1.62923176108008	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	80001	81000	2021EE10	3.20376559714795	1.67976859712145	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	81001	82000	2021EE10	3.09625668449198	1.6305250781016	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	82001	83000	2021EE10	2.98428513772576	1.57738538650803	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	83001	84000	2021EE10	3.04135851632723	1.60471589175199	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	84001	85000	2021EE10	2.9260157671316	1.54893754360534	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	85001	86000	2021EE10	2.8561792277408	1.51408651258126	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	86001	87000	2021EE10	2.78303668821667	1.47665992755539	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	87001	88000	2021EE10	2.96412978893797	1.56760861962677	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	88001	89000	2021EE10	2.86640356817598	1.51924174456786	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	89001	90000	2021EE10	3.0048741087344	1.58730454950248	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	90001	91000	2021EE10	2.89592558041756	1.53402452847704	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	91001	92000	2021EE10	2.93747429041547	1.5545762248683	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
USMA_521_v2_9	92001	93000	2021EE10	3.35298148496493	1.74544451664705	T20.LA.C3	Line A	H2O2_Shock	60mM	3	Yes
